sentiment,word
Negative,CONDEMNING
Negative,CONDEMNS
Negative,CONDONE
Negative,CONDONED
Negative,CONFESS
Negative,CONFESSED
Negative,CONFESSES
Negative,CONFESSING
Negative,CONFESSION
Negative,CONFINE
Negative,CONFINED
Negative,CONFINEMENT
Negative,CONFINEMENTS
Negative,CONFINES
Negative,CONFINING
Negative,CONFISCATE
Negative,CONFISCATED
Negative,CONFISCATES
Negative,CONFISCATING
Negative,CONFISCATION
Negative,CONFISCATIONS
Negative,CONFLICT
Negative,CONFLICTED
Negative,CONFLICTING
Negative,CONFLICTS
Negative,CONFRONT
Negative,CONFRONTATION
Negative,CONFRONTATIONAL
Negative,CONFRONTATIONS
Negative,CONFRONTED
Negative,CONFRONTING
Negative,CONFRONTS
Negative,CONFUSE
Negative,CONFUSED
Negative,CONFUSES
Negative,CONFUSING
Negative,CONFUSINGLY
Negative,CONFUSION
Negative,CONSPIRACIES
Negative,CONSPIRACY
Negative,CONSPIRATOR
Negative,CONSPIRATORIAL
Negative,CONSPIRATORS
Negative,CONSPIRE
Negative,CONSPIRED
Negative,CONSPIRES
Negative,CONSPIRING
Negative,CONTEMPT
Negative,CONTEND
Negative,CONTENDED
Negative,CONTENDING
Negative,CONTENDS
Negative,CONTENTION
Negative,CONTENTIONS
Negative,CONTENTIOUS
Negative,CONTENTIOUSLY
Negative,CONTESTED
Negative,CONTESTING
Negative,CONTRACTION
Negative,CONTRACTIONS
Negative,CONTRADICT
Negative,CONTRADICTED
Negative,CONTRADICTING
Negative,CONTRADICTION
Negative,CONTRADICTIONS
Negative,CONTRADICTORY
Negative,CONTRADICTS
Negative,CONTRARY
Negative,CONTROVERSIAL
Negative,CONTROVERSIES
Negative,CONTROVERSY
Negative,CONVICT
Negative,CONVICTED
Negative,CONVICTING
Negative,CONVICTION
Negative,CONVICTIONS
Negative,CORRECTED
Negative,CORRECTING
Negative,CORRECTION
Negative,CORRECTIONS
Negative,CORRECTS
Negative,CORRUPT
Negative,CORRUPTED
Negative,CORRUPTING
Negative,CORRUPTION
Negative,CORRUPTIONS
Negative,CORRUPTLY
Negative,CORRUPTNESS
Negative,COSTLY
Negative,COUNTERCLAIM
Negative,COUNTERCLAIMED
Negative,COUNTERCLAIMING
Negative,COUNTERCLAIMS
Negative,COUNTERFEIT
Negative,COUNTERFEITED
Negative,COUNTERFEITER
Negative,COUNTERFEITERS
Negative,COUNTERFEITING
Negative,COUNTERFEITS
Negative,COUNTERMEASURE
Negative,COUNTERMEASURES
Negative,CRIME
Negative,CRIMES
Negative,CRIMINAL
Negative,CRIMINALLY
Negative,CRIMINALS
Negative,CRISES
Negative,CRISIS
Negative,CRITICAL
Negative,CRITICALLY
Negative,CRITICISM
Negative,CRITICISMS
Negative,CRITICIZE
Negative,CRITICIZED
Negative,CRITICIZES
Negative,CRITICIZING
Negative,CRUCIAL
Negative,CRUCIALLY
Negative,CULPABILITY
Negative,CULPABLE
Negative,CULPABLY
Negative,CUMBERSOME
Negative,CURTAIL
Negative,CURTAILED
Negative,CURTAILING
Negative,CURTAILMENT
Negative,CURTAILMENTS
Negative,CURTAILS
Negative,CUT
Negative,CUTBACK
Negative,CUTBACKS
Negative,CYBERATTACK
Negative,CYBERATTACKS
Negative,CYBERBULLYING
Negative,CYBERCRIME
Negative,CYBERCRIMES
Negative,CYBERCRIMINAL
Negative,CYBERCRIMINALS
Negative,DAMAGE
Negative,DAMAGED
Negative,DAMAGES
Negative,DAMAGING
Negative,DAMPEN
Negative,DAMPENED
Negative,DANGER
Negative,DANGEROUS
Negative,DANGEROUSLY
Negative,DANGERS
Negative,DEADLOCK
Negative,DEADLOCKED
Negative,DEADLOCKING
Negative,DEADLOCKS
Negative,DEADWEIGHT
Negative,DEADWEIGHTS
Negative,DEBARMENT
Negative,DEBARMENTS
Negative,DEBARRED
Negative,DECEASED
Negative,DECEIT
Negative,DECEITFUL
Negative,DECEITFULNESS
Negative,DECEIVE
Negative,DECEIVED
Negative,DECEIVES
Negative,DECEIVING
Negative,DECEPTION
Negative,DECEPTIONS
Negative,DECEPTIVE
Negative,DECEPTIVELY
Negative,DECLINE
Negative,DECLINED
Negative,DECLINES
Negative,DECLINING
Negative,DEFACE
Negative,DEFACED
Negative,DEFACEMENT
Negative,DEFAMATION
Negative,DEFAMATIONS
Negative,DEFAMATORY
Negative,DEFAME
Negative,DEFAMED
Negative,DEFAMES
Negative,DEFAMING
Negative,DEFAULT
Negative,DEFAULTED
Negative,DEFAULTING
Negative,DEFAULTS
Negative,DEFEAT
Negative,DEFEATED
Negative,DEFEATING
Negative,DEFEATS
Negative,DEFECT
Negative,DEFECTIVE
Negative,DEFECTS
Negative,DEFEND
Negative,DEFENDANT
Negative,DEFENDANTS
Negative,DEFENDED
Negative,DEFENDING
Negative,DEFENDS
Negative,DEFENSIVE
Negative,DEFER
Negative,DEFICIENCIES
Negative,DEFICIENCY
Negative,DEFICIENT
Negative,DEFICIT
Negative,DEFICITS
Negative,DEFRAUD
Negative,DEFRAUDED
Negative,DEFRAUDING
Negative,DEFRAUDS
Negative,DEFUNCT
Negative,DEGRADATION
Negative,DEGRADATIONS
Negative,DEGRADE
Negative,DEGRADED
Negative,DEGRADES
Negative,DEGRADING
Negative,DELAY
Negative,DELAYED
Negative,DELAYING
Negative,DELAYS
Negative,DELETERIOUS
Negative,DELIBERATE
Negative,DELIBERATED
Negative,DELIBERATELY
Negative,DELINQUENCIES
Negative,DELINQUENCY
Negative,DELINQUENT
Negative,DELINQUENTLY
Negative,DELINQUENTS
Negative,DELIST
Negative,DELISTED
Negative,DELISTING
Negative,DELISTS
Negative,DEMISE
Negative,DEMISED
Negative,DEMISES
Negative,DEMISING
Negative,DEMOLISH
Negative,DEMOLISHED
Negative,DEMOLISHES
Negative,DEMOLISHING
Negative,DEMOLITION
Negative,DEMOLITIONS
Negative,DEMOTE
Negative,DEMOTED
Negative,DEMOTES
Negative,DEMOTING
Negative,DEMOTION
Negative,DEMOTIONS
Negative,DENIAL
Negative,DENIALS
Negative,DENIED
Negative,DENIES
Negative,DENIGRATE
Negative,DENIGRATED
Negative,DENIGRATES
Negative,DENIGRATING
Negative,DENIGRATION
Negative,DENY
Negative,DENYING
Negative,DEPLETE
Negative,DEPLETED
Negative,DEPLETES
Negative,DEPLETING
Negative,DEPLETION
Negative,DEPLETIONS
Negative,DEPRECATION
Negative,DEPRESS
Negative,DEPRESSED
Negative,DEPRESSES
Negative,DEPRESSING
Negative,DEPRIVATION
Negative,DEPRIVE
Negative,DEPRIVED
Negative,DEPRIVES
Negative,DEPRIVING
Negative,DERELICT
Negative,DERELICTION
Negative,DEROGATORY
Negative,DESTABILIZATION
Negative,DESTABILIZE
Negative,DESTABILIZED
Negative,DESTABILIZING
Negative,DESTROY
Negative,DESTROYED
Negative,DESTROYING
Negative,DESTROYS
Negative,DESTRUCTION
Negative,DESTRUCTIVE
Negative,DETAIN
Negative,DETAINED
Negative,DETENTION
Negative,DETENTIONS
Negative,DETER
Negative,DETERIORATE
Negative,DETERIORATED
Negative,DETERIORATES
Negative,DETERIORATING
Negative,DETERIORATION
Negative,DETERIORATIONS
Negative,DETERRED
Negative,DETERRENCE
Negative,DETERRENCES
Negative,DETERRENT
Negative,DETERRENTS
Negative,DETERRING
Negative,DETERS
Negative,DETRACT
Negative,DETRACTED
Negative,DETRACTING
Negative,DETRIMENT
Negative,DETRIMENTAL
Negative,DETRIMENTALLY
Negative,DETRIMENTS
Negative,DEVALUE
Negative,DEVALUED
Negative,DEVALUES
Negative,DEVALUING
Negative,DEVASTATE
Negative,DEVASTATED
Negative,DEVASTATING
Negative,DEVASTATION
Negative,DEVIATE
Negative,DEVIATED
Negative,DEVIATES
Negative,DEVIATING
Negative,DEVIATION
Negative,DEVIATIONS
Negative,DEVOLVE
Negative,DEVOLVED
Negative,DEVOLVES
Negative,DEVOLVING
Negative,DIFFICULT
Negative,DIFFICULTIES
Negative,DIFFICULTLY
Negative,DIFFICULTY
Negative,DIMINISH
Negative,DIMINISHED
Negative,DIMINISHES
Negative,DIMINISHING
Negative,DIMINUTION
Negative,DISADVANTAGE
Negative,DISADVANTAGED
Negative,DISADVANTAGEOUS
Negative,DISADVANTAGES
Negative,DISAFFILIATION
Negative,DISAGREE
Negative,DISAGREEABLE
Negative,DISAGREED
Negative,DISAGREEING
Negative,DISAGREEMENT
Negative,DISAGREEMENTS
Negative,DISAGREES
Negative,DISALLOW
Negative,DISALLOWANCE
Negative,DISALLOWANCES
Negative,DISALLOWED
Negative,DISALLOWING
Negative,DISALLOWS
Negative,DISAPPEAR
Negative,DISAPPEARANCE
Negative,DISAPPEARANCES
Negative,DISAPPEARED
Negative,DISAPPEARING
Negative,DISAPPEARS
Negative,DISAPPOINT
Negative,DISAPPOINTED
Negative,DISAPPOINTING
Negative,DISAPPOINTINGLY
Negative,DISAPPOINTMENT
Negative,DISAPPOINTMENTS
Negative,DISAPPOINTS
Negative,DISAPPROVAL
Negative,DISAPPROVALS
Negative,DISAPPROVE
Negative,DISAPPROVED
Negative,DISAPPROVES
Negative,DISAPPROVING
Negative,DISASSOCIATES
Negative,DISASSOCIATING
Negative,DISASSOCIATION
Negative,DISASSOCIATIONS
Negative,DISASTER
Negative,DISASTERS
Negative,DISASTROUS
Negative,DISASTROUSLY
Negative,DISAVOW
Negative,DISAVOWAL
Negative,DISAVOWED
Negative,DISAVOWING
Negative,DISAVOWS
Negative,DISCIPLINARY
Negative,DISCLAIM
Negative,DISCLAIMED
Negative,DISCLAIMER
Negative,DISCLAIMERS
Negative,DISCLAIMING
Negative,DISCLAIMS
Negative,DISCLOSE
Negative,DISCLOSED
Negative,DISCLOSES
Negative,DISCLOSING
Negative,DISCONTINUANCE
Negative,DISCONTINUANCES
Negative,DISCONTINUATION
Negative,DISCONTINUATIONS
Negative,DISCONTINUE
Negative,DISCONTINUED
Negative,DISCONTINUES
Negative,DISCONTINUING
Negative,DISCOURAGE
Negative,DISCOURAGED
Negative,DISCOURAGES
Negative,DISCOURAGING
Negative,DISCREDIT
Negative,DISCREDITED
Negative,DISCREDITING
Negative,DISCREDITS
Negative,DISCREPANCIES
Negative,DISCREPANCY
Negative,DISFAVOR
Negative,DISFAVORED
Negative,DISFAVORING
Negative,DISFAVORS
Negative,DISGORGE
Negative,DISGORGED
Negative,DISGORGEMENT
Negative,DISGORGEMENTS
Negative,DISGORGES
Negative,DISGORGING
Negative,DISGRACE
Negative,DISGRACEFUL
Negative,DISGRACEFULLY
Negative,DISHONEST
Negative,DISHONESTLY
Negative,DISHONESTY
Negative,DISHONOR
Negative,DISHONORABLE
Negative,DISHONORABLY
Negative,DISHONORED
Negative,DISHONORING
Negative,DISHONORS
Negative,DISINCENTIVES
Negative,DISINTERESTED
Negative,DISINTERESTEDLY
Negative,DISINTERESTEDNESS
Negative,DISLOYAL
Negative,DISLOYALLY
Negative,DISLOYALTY
Negative,DISMAL
Negative,DISMALLY
Negative,DISMISS
Negative,DISMISSAL
Negative,DISMISSALS
Negative,DISMISSED
Negative,DISMISSES
Negative,DISMISSING
Negative,DISORDERLY
Negative,DISPARAGE
Negative,DISPARAGED
Negative,DISPARAGEMENT
Negative,DISPARAGEMENTS
Negative,DISPARAGES
Negative,DISPARAGING
Negative,DISPARAGINGLY
Negative,DISPARITIES
Negative,DISPARITY
Negative,DISPLACE
Negative,DISPLACED
Negative,DISPLACEMENT
Negative,DISPLACEMENTS
Negative,DISPLACES
Negative,DISPLACING
Negative,DISPOSE
Negative,DISPOSSESS
Negative,DISPOSSESSED
Negative,DISPOSSESSES
Negative,DISPOSSESSING
Negative,DISPROPORTION
Negative,DISPROPORTIONAL
Negative,DISPROPORTIONATE
Negative,DISPROPORTIONATELY
Negative,DISPUTE
Negative,DISPUTED
Negative,DISPUTES
Negative,DISPUTING
Negative,DISQUALIFICATION
Negative,DISQUALIFICATIONS
Negative,DISQUALIFIED
Negative,DISQUALIFIES
Negative,DISQUALIFY
Negative,DISQUALIFYING
Negative,DISREGARD
Negative,DISREGARDED
Negative,DISREGARDING
Negative,DISREGARDS
Negative,DISREPUTABLE
Negative,DISREPUTE
Negative,DISRUPT
Negative,DISRUPTED
Negative,DISRUPTING
Negative,DISRUPTION
Negative,DISRUPTIONS
Negative,DISRUPTIVE
Negative,DISRUPTS
Negative,DISSATISFACTION
Negative,DISSATISFIED
Negative,DISSENT
Negative,DISSENTED
Negative,DISSENTER
Negative,DISSENTERS
Negative,DISSENTING
Negative,DISSENTS
Negative,DISSIDENT
Negative,DISSIDENTS
Negative,DISSOLUTION
Negative,DISSOLUTIONS
Negative,DISTORT
Negative,DISTORTED
Negative,DISTORTING
Negative,DISTORTION
Negative,DISTORTIONS
Negative,DISTORTS
Negative,DISTRACT
Negative,DISTRACTED
Negative,DISTRACTING
Negative,DISTRACTION
Negative,DISTRACTIONS
Negative,DISTRACTS
Negative,DISTRESS
Negative,DISTRESSED
Negative,DISTURB
Negative,DISTURBANCE
Negative,DISTURBANCES
Negative,DISTURBED
Negative,DISTURBING
Negative,DISTURBS
Negative,DIVERSION
Negative,DIVERT
Negative,DIVERTED
Negative,DIVERTING
Negative,DIVERTS
Negative,DIVEST
Negative,DIVESTED
Negative,DIVESTING
Negative,DIVESTITURE
Negative,DIVESTITURES
Negative,DIVESTMENT
Negative,DIVESTMENTS
Negative,DIVESTS
Negative,DIVORCE
Negative,DIVORCED
Negative,DIVULGE
Negative,DIVULGED
Negative,DIVULGES
Negative,DIVULGING
Negative,DOUBT
Negative,DOUBTED
Negative,DOUBTFUL
Negative,DOUBTS
Negative,DOWNGRADE
Negative,DOWNGRADED
Negative,DOWNGRADES
Negative,DOWNGRADING
Negative,DOWNSIZE
Negative,DOWNSIZED
Negative,DOWNSIZES
Negative,DOWNSIZING
Negative,DOWNSIZINGS
Negative,DOWNTIME
Negative,DOWNTIMES
Negative,DOWNTURN
Negative,DOWNTURNS
Negative,DOWNWARD
Negative,DOWNWARDS
Negative,DRAG
Negative,DRASTIC
Negative,DRASTICALLY
Negative,DRAWBACK
Negative,DRAWBACKS
Negative,DROPPED
Negative,DROUGHT
Negative,DROUGHTS
Negative,DURESS
Negative,DYSFUNCTION
Negative,DYSFUNCTIONAL
Negative,DYSFUNCTIONS
Negative,EASING
Negative,EGREGIOUS
Negative,EGREGIOUSLY
Negative,EMBARGO
Negative,EMBARGOED
Negative,EMBARGOES
Negative,EMBARGOING
Negative,EMBARRASS
Negative,EMBARRASSED
Negative,EMBARRASSES
Negative,EMBARRASSING
Negative,EMBARRASSMENT
Negative,EMBARRASSMENTS
Negative,EMBEZZLE
Negative,EMBEZZLED
Negative,EMBEZZLEMENT
Negative,EMBEZZLEMENTS
Negative,EMBEZZLER
Negative,EMBEZZLES
Negative,EMBEZZLING
Negative,ENCROACH
Negative,ENCROACHED
Negative,ENCROACHES
Negative,ENCROACHING
Negative,ENCROACHMENT
Negative,ENCROACHMENTS
Negative,ENCUMBER
Negative,ENCUMBERED
Negative,ENCUMBERING
Negative,ENCUMBERS
Negative,ENCUMBRANCE
Negative,ENCUMBRANCES
Negative,ENDANGER
Negative,ENDANGERED
Negative,ENDANGERING
Negative,ENDANGERMENT
Negative,ENDANGERS
Negative,ENJOIN
Negative,ENJOINED
Negative,ENJOINING
Negative,ENJOINS
Negative,ERODE
Negative,ERODED
Negative,ERODES
Negative,ERODING
Negative,EROSION
Negative,ERRATIC
Negative,ERRATICALLY
Negative,ERRED
Negative,ERRING
Negative,ERRONEOUS
Negative,ERRONEOUSLY
Negative,ERROR
Negative,ERRORS
Negative,ERRS
Negative,ESCALATE
Negative,ESCALATED
Negative,ESCALATES
Negative,ESCALATING
Negative,EVADE
Negative,EVADED
Negative,EVADES
Negative,EVADING
Negative,EVASION
Negative,EVASIONS
Negative,EVASIVE
Negative,EVICT
Negative,EVICTED
Negative,EVICTING
Negative,EVICTION
Negative,EVICTIONS
Negative,EVICTS
Negative,EXACERBATE
Negative,EXACERBATED
Negative,EXACERBATES
Negative,EXACERBATING
Negative,EXACERBATION
Negative,EXACERBATIONS
Negative,EXAGGERATE
Negative,EXAGGERATED
Negative,EXAGGERATES
Negative,EXAGGERATING
Negative,EXAGGERATION
Negative,EXCESSIVE
Negative,EXCESSIVELY
Negative,EXCULPATE
Negative,EXCULPATED
Negative,EXCULPATES
Negative,EXCULPATING
Negative,EXCULPATION
Negative,EXCULPATIONS
Negative,EXCULPATORY
Negative,EXONERATE
Negative,EXONERATED
Negative,EXONERATES
Negative,EXONERATING
Negative,EXONERATION
Negative,EXONERATIONS
Negative,EXPLOIT
Negative,EXPLOITATION
Negative,EXPLOITATIONS
Negative,EXPLOITATIVE
Negative,EXPLOITED
Negative,EXPLOITING
Negative,EXPLOITS
Negative,EXPOSE
Negative,EXPOSED
Negative,EXPOSES
Negative,EXPOSING
Negative,EXPROPRIATE
Negative,EXPROPRIATED
Negative,EXPROPRIATES
Negative,EXPROPRIATING
Negative,EXPROPRIATION
Negative,EXPROPRIATIONS
Negative,EXPULSION
Negative,EXPULSIONS
Negative,EXTENUATING
Negative,FAIL
Negative,FAILED
Negative,FAILING
Negative,FAILINGS
Negative,FAILS
Negative,FAILURE
Negative,FAILURES
Negative,FALLOUT
Negative,FALSE
Negative,FALSELY
Negative,FALSIFICATION
Negative,FALSIFICATIONS
Negative,FALSIFIED
Negative,FALSIFIES
Negative,FALSIFY
Negative,FALSIFYING
Negative,FALSITY
Negative,FATALITIES
Negative,FATALITY
Negative,FATALLY
Negative,FAULT
Negative,FAULTED
Negative,FAULTS
Negative,FAULTY
Negative,FEAR
Negative,FEARS
Negative,FELONIES
Negative,FELONIOUS
Negative,FELONY
Negative,FICTITIOUS
Negative,FINED
Negative,FINES
Negative,FIRED
Negative,FIRING
Negative,FLAW
Negative,FLAWED
Negative,FLAWS
Negative,FORBID
Negative,FORBIDDEN
Negative,FORBIDDING
Negative,FORBIDS
Negative,FORCE
Negative,FORCED
Negative,FORCING
Negative,FORECLOSE
Negative,FORECLOSED
Negative,FORECLOSES
Negative,FORECLOSING
Negative,FORECLOSURE
Negative,FORECLOSURES
Negative,FOREGO
Negative,FOREGOES
Negative,FOREGONE
Negative,FORESTALL
Negative,FORESTALLED
Negative,FORESTALLING
Negative,FORESTALLS
Negative,FORFEIT
Negative,FORFEITED
Negative,FORFEITING
Negative,FORFEITS
Negative,FORFEITURE
Negative,FORFEITURES
Negative,FORGERS
Negative,FORGERY
Negative,FRAUD
Negative,FRAUDS
Negative,FRAUDULENCE
Negative,FRAUDULENT
Negative,FRAUDULENTLY
Negative,FRIVOLOUS
Negative,FRIVOLOUSLY
Negative,FRUSTRATE
Negative,FRUSTRATED
Negative,FRUSTRATES
Negative,FRUSTRATING
Negative,FRUSTRATINGLY
Negative,FRUSTRATION
Negative,FRUSTRATIONS
Negative,FUGITIVE
Negative,FUGITIVES
Negative,GRATUITOUS
Negative,GRATUITOUSLY
Negative,GRIEVANCE
Negative,GRIEVANCES
Negative,GROSSLY
Negative,GROUNDLESS
Negative,GUILTY
Negative,HALT
Negative,HALTED
Negative,HAMPER
Negative,HAMPERED
Negative,HAMPERING
Negative,HAMPERS
Negative,HARASS
Negative,HARASSED
Negative,HARASSING
Negative,HARASSMENT
Negative,HARDSHIP
Negative,HARDSHIPS
Negative,HARM
Negative,HARMED
Negative,HARMFUL
Negative,HARMFULLY
Negative,HARMING
Negative,HARMS
Negative,HARSH
Negative,HARSHER
Negative,HARSHEST
Negative,HARSHLY
Negative,HARSHNESS
Negative,HAZARD
Negative,HAZARDOUS
Negative,HAZARDS
Negative,HINDER
Negative,HINDERED
Negative,HINDERING
Negative,HINDERS
Negative,HINDRANCE
Negative,HINDRANCES
Negative,HOSTILE
Negative,HOSTILITY
Negative,HURT
Negative,HURTING
Negative,IDLE
Negative,IDLED
Negative,IDLING
Negative,IGNORE
Negative,IGNORED
Negative,IGNORES
Negative,IGNORING
Negative,ILL
Negative,ILLEGAL
Negative,ILLEGALITIES
Negative,ILLEGALITY
Negative,ILLEGALLY
Negative,ILLEGIBLE
Negative,ILLICIT
Negative,ILLICITLY
Negative,ILLIQUID
Negative,ILLIQUIDITY
Negative,IMBALANCE
Negative,IMBALANCES
Negative,IMMATURE
Negative,IMMORAL
Negative,IMPAIR
Negative,IMPAIRED
Negative,IMPAIRING
Negative,IMPAIRMENT
Negative,IMPAIRMENTS
Negative,IMPAIRS
Negative,IMPASSE
Negative,IMPASSES
Negative,IMPEDE
Negative,IMPEDED
Negative,IMPEDES
Negative,IMPEDIMENT
Negative,IMPEDIMENTS
Negative,IMPEDING
Negative,IMPENDING
Negative,IMPERATIVE
Negative,IMPERFECTION
Negative,IMPERFECTIONS
Negative,IMPERIL
Negative,IMPERMISSIBLE
Negative,IMPLICATE
Negative,IMPLICATED
Negative,IMPLICATES
Negative,IMPLICATING
Negative,IMPOSSIBILITY
Negative,IMPOSSIBLE
Negative,IMPOUND
Negative,IMPOUNDED
Negative,IMPOUNDING
Negative,IMPOUNDS
Negative,IMPRACTICABLE
Negative,IMPRACTICAL
Negative,IMPRACTICALITIES
Negative,IMPRACTICALITY
Negative,IMPRISONMENT
